FEN,Move
6k1/ppp3p1/3p4/5K2/1r1P2P1/1P6/8/4r3 b - - 1 30,b4d4
1r2r1k1/p1qB1pp1/5n1p/4b3/6bB/2N5/PP1QNPPP/R4RK1 b - - 0 17,b8d8
r4r1k/3R1ppp/p7/1p6/2bNp3/1P2P2P/P5P1/1BR3K1 b - - 0 29,c4d3
8/pp5p/8/3p1p1k/5P1P/1P3RP1/P1P3r1/4K3 b - - 4 29,g2c2
r2q1rk1/1pp1n1pp/2nbb3/3ppp2/p7/1P1PP3/PBPQNPPP/1KNR1B1R b - - 1 11,f5f4
2R3B1/p5p1/6kp/8/4p3/3p3P/1r3PP1/3R2K1 w - - 0 35,c8c6
rn1r2k1/pp2pp1p/6p1/2pq1b2/8/2P1BN1P/P1PQ1PP1/R4RK1 w - - 0 16,d2d5
4r2r/p1p3pp/5p1k/3Q1P2/8/P7/1q4PP/R3R1K1 w - - 1 23,d5c4
r2q1rk1/pp1nbpp1/5n1p/3p4/2pP4/2N1PN1P/PPQ2PP1/R1B2RK1 b - - 1 14,e7b4
8/p6p/P7/6p1/2pk2P1/5p1P/3K4/8 w - - 0 36,h3h4
6k1/1pp5/p2p4/3P4/2P5/5K2/r7/8 w - - 0 43,c4c5
6k1/1pb2pp1/p1n2n1p/2p5/P2p1PPN/3P3P/BPPB2QK/3q4 b - - 2 26,d1c2
r1bqkb1r/pp3ppp/5n2/3p4/4P3/PB3Q2/1PP2PPP/R1B1K1NR b KQkq - 0 10,d5e4
8/1pB3pp/5pb1/1kP5/1P4PR/5P2/5K1P/8 w - - 1 40,f2g2
r4rk1/pp3ppp/1qpp4/4p3/1P2P3/P1NPn1P1/2PQ3P/R3R2K b - - 2 20,e3g4
r3q3/pp1bp1bk/6pp/2pP4/2P3PN/1P1Q3P/P5P1/5RK1 b - - 0 23,b7b5
2B3k1/5p2/6p1/7p/7K/1bR3P1/5R1P/1r4r1 b - - 3 31,b3d5
3q1nk1/3b2rp/2p1p2b/1pPpPp1B/pP1P4/P3N3/2Q1R2P/6NK w - - 1 32,e3g2
Q3kbnr/p3p1pp/4qp2/1p6/3P4/8/PPP2PPP/R1B2RK1 b k - 0 14,e8f7
4rrk1/p4ppp/1pp5/3p2Q1/3qn1R1/3B3P/P1P2PP1/5RK1 b - - 5 22,f7f5
8/N4kpp/1p2pn2/4p3/1n2P3/P4N2/1Pr2PPP/3R2K1 b - - 0 19,b4d3
8/ppp3R1/3kp3/1r6/1P6/8/8/6K1 w - - 3 42,g7g4
r1b3k1/6p1/2q1pr1p/2Pp1p2/p4P2/2P3P1/2Q1P1BP/RR4K1 w - - 1 23,c2d3
2k3nr/1pp2ppp/pbnp4/3Br3/1P6/P1N5/2P3qP/R1BKR3 b - - 1 17,g2g4
r2qk2r/ppp2pp1/3b1nbp/n2Pp1B1/6P1/P1NP1N1P/BPP2P2/R2QK2R w KQkq - 0 12,g5h4
rn1q3r/5ppp/pkpP1n2/1PNp4/3P1BB1/1Q6/1P3PPP/R3K2R b KQ - 0 18,h8e8
r1b1k1nr/pppp2pp/2q1p3/5p2/4P3/1QPP1PP1/P2BK2P/1R3B1R b kq - 0 15,g8e7
r2q4/1p4k1/p1nbb3/2p3p1/2PpPp2/P2P1P2/1PBNN1Q1/2K4R w - - 2 27,e4e5
8/2k5/8/p1pQp1B1/1p1bP1P1/1P1n1K2/7P/8 w - - 0 54,g5d8
8/8/8/3k4/3np3/1p1p4/1P1K4/r1N1R3 w - - 2 39,e1e4
r4rk1/ppp1qppn/7p/4Pb2/2BQ4/6N1/PPP3PP/2KRR3 b - - 4 17,f5e6
r4rk1/ppp2ppp/2n5/4p3/8/P1P2n1P/1BP2P2/R2BR1K1 w - - 0 15,d1f3
1r2nrk1/3b2bp/p2q1pp1/1ppNpP2/2PnP1P1/3PB1NP/P5BK/1R1Q1R2 b - - 3 19,b8b7
8/5k2/1b6/p1pR4/P2P2P1/1P2PpK1/5P2/8 w - - 1 40,d4c5
r1bqkb1r/pp2np1p/2n1p1p1/3pP3/3P1P2/5N2/PP4PP/RNBQKB1R b KQkq - 0 8,e7f5
r3k2r/pp1b1ppp/5n2/1B1p4/1b1q1B2/2N5/PP3PPP/R2Q1RK1 w kq - 2 13,d1d4
6k1/pp3ppp/4p3/1b1p4/8/PP6/2r2PPP/R3N1K1 w - - 0 27,e1c2
5rk1/p1pnr1p1/1pB1p2p/4P1b1/8/6B1/PPP2PPP/R4RK1 w - - 6 19,f2f4
7k/7p/8/8/6K1/1p6/8/8 b - - 1 44,b3b2
2k5/pp6/5p2/2p1pP1p/1rB5/5r1P/2K5/7R w - - 0 32,c4e6
2r2rk1/6pp/p7/3pPp2/3B1PnP/P1PQ2P1/2K5/3R1R2 b - - 0 37,a6a5
8/8/8/8/4pk2/5p2/8/5K2 b - - 3 60,e4e3
r2qr2k/p1p4p/8/4bpQ1/2B3b1/3P4/PPP3PP/R1B1K2R b KQ - 3 16,e5g3
r1b2rk1/5pp1/3qp2p/pQ6/3p3N/bP3P2/P1P1B1PP/1K1R3R w - - 1 21,b5h5
1r4k1/p4Npp/2n1p3/2P1q3/2Q5/8/5pPP/R5K1 w - - 0 26,g1f2
1k5r/ppp2ppp/8/8/6B1/2N5/PPnq1PPK/3R4 b - - 1 20,d2f2
2rqrnk1/1p3pp1/p1pbbn1p/3p4/P2P4/2NBPN1P/1PQB1PP1/R4RK1 b - - 0 16,f8d7
2R5/3pr1pk/3N1p1p/r2nP3/4R3/5P2/6PP/2K5 w - - 0 29,e5f6
3r1rk1/ppp3pp/1b6/8/5B2/2P2PPP/PPK5/3R3R b - - 6 22,d8e8
7r/pp4pp/4bp2/1P6/kBn1P3/P7/2P2PPP/R4RK1 w - - 0 22,f1b1
rnb1kbnr/pp2pppp/8/q2p4/2p5/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq - 0 5,b3c4
r3k2r/pp2pp1p/1q4pn/2p1p3/N1P1P3/P7/1PP2PPP/3R1RK1 b kq - 3 15,b6c6
r1bq1rk1/pp2ppBp/3p1np1/2n5/4P3/2N5/PPPQ1PPP/2KR1BNR b - - 0 9,g8g7
8/6k1/3K3p/6p1/2P5/8/5R2/8 w - - 0 45,c4c5
5R2/5pp1/3P2kp/pp6/8/5N2/PP3PPP/6K1 b - - 0 24,g6h7
r1bR4/1p4kp/p1N1p1p1/2P2p2/P2Br3/6K1/6PP/R7 b - - 0 29,g7f7
r1b2rk1/pp4pp/2n1p3/5p2/2PP4/3B4/PP1N1PPP/R3K2R w KQ - 1 15,d2f3
r1b2rk1/pp3p2/2p1np1p/2b1p3/2B1P1P1/2N2N2/PPP2P1P/R4RK1 b - - 0 13,e6f4
3k4/4n2p/pN3B2/1p6/3P4/bPr2b2/P1P4P/2K1R3 w - - 4 27,c1b1
3r1rk1/1p3pp1/1pnp3p/p3q3/2P5/PP1QP1P1/3P1PBP/R4RK1 w - - 5 18,f1d1
8/R4p1p/2p2k2/8/5K1N/P4P2/2P2P2/2r5 w - - 7 39,h4f5
r4rk1/pp4pp/4p3/5b2/7q/P2Pn3/1PP1N1P1/6K1 b - - 1 32,h4g5
8/4k2p/1K3pp1/2P5/5PP1/3P4/p7/8 w - - 0 38,d3d4
6R1/8/8/5p2/6P1/7p/2p3k1/2K5 w - - 0 57,g4f5
rn1q1rk1/pbp2ppp/1p1b1n2/3p4/8/PBNP1N2/1PPB1PPP/R2QK2R w KQ - 1 10,e1g1
r1bq1rk1/1pb2pp1/p1n4p/P2B4/8/3P1N2/1PP1N1P1/R1BQ3K w - - 3 22,e2c3
rnb2rk1/p2qppbp/2p2np1/1p6/3P4/1PNB1N2/PBP2PPP/R2Q1RK1 b - - 1 11,b8a6
1k1r4/ppp5/4p3/8/5PP1/3p3P/PP1R3K/5n2 w - - 2 33,h2h1
rnb3k1/pp4pp/2p1pr2/q7/3P1B2/1QPB1N2/P4PPP/R4RK1 w - - 0 15,f4g3
1r6/8/4R3/5ppp/1k6/4R2P/5PP1/2K5 w - - 2 37,e6c6
r1q4r/ppb2kpp/2n2p2/2N1p3/1P1p4/P2P2PP/1BP1NP2/R2Q1RK1 w - - 0 18,g1g2
2r3k1/pp3ppp/8/3P4/P2Q4/KP3PP1/1RrP3P/8 b - - 0 28,c2c7
rn3rk1/pp4pp/2p5/3q1b2/3P4/8/PBQ2PPP/4RRK1 w - - 3 19,c2c3
3k1n1r/1pp2Rp1/p2p4/3Pp2p/QPP1P2q/4P2P/P5P1/R5K1 w - - 3 20,a1f1
r3kb1r/pp4pp/2np4/5b2/2PP1P2/1NK1pP2/PP3q1P/R1BQ1B1R b kq - 6 16,b7b5
1r4k1/5pp1/1rpp1qbp/p1p1p3/P1P1P1PP/1PNP1P2/1R3Q2/1R4K1 w - - 1 26,h4h5
7k/2p2qrp/p7/1p4NR/1P1r1pPQ/P4P2/8/5RK1 b - - 1 31,f7d7
r6k/ppb2Bpp/n1p5/5b2/5n2/2N5/PPPR1PPP/R5K1 b - - 4 17,a8f8
7k/p5pp/1p3p2/8/1Q2B2q/4rP2/P4K1P/8 w - - 3 37,f2e3
7k/1Q6/2B5/7p/7P/5R2/PP6/6K1 w - - 9 45,g1h2
r3k2r/pppq2p1/2nbp1Qp/3p4/3P1P1P/2P2P1N/PP1N4/2KR3R b kq - 0 16,d7f7
r1bqk2r/p4ppp/2pb1n2/3p4/8/2N3P1/PPP2PBP/R1BQ1RK1 b kq - 3 10,e8g8
1k1r3r/pppq1ppp/6n1/3pP3/3P4/B1PB4/P1P2K2/R2Q2R1 w - - 3 18,d1g4
2B2R2/pp6/k7/4N1P1/4P2n/2PP4/b2K1P2/8 w - - 7 37,f8f4
2r2bk1/p4p1p/1n4p1/3Pp3/8/5P2/PPP3PP/2KR2NR b - - 0 20,b6c4
r1bq1rk1/1ppn2b1/3p2pp/p7/2P1NBnP/P1NP2P1/1P1Q2B1/1R3RK1 b - - 2 16,d7c5
r1b1kbnr/pp3ppp/n3p3/1Npp2B1/3PP3/5N2/PqP2PPP/R2QKB1R w KQkq - 2 7,a1b1
8/5pk1/2p2p1p/8/Q2n4/3P1BP1/2q2PKP/1R6 w - - 1 31,a4c2
2k5/pp2R3/2p2n2/3p2p1/5bPq/2PP1Q2/PPB2P1r/3KR3 w - - 3 34,f3e2
Q7/5pk1/8/r7/6K1/5B2/6P1/8 b - - 0 51,a5c5
1r3q1k/6pp/8/8/p5Q1/1pP2R2/6PP/1K6 b - - 1 46,f8a3
r3r1k1/p1q1bppp/2p5/2Pp3b/1P2N3/1QP1BN2/P4PPP/R4RK1 b - - 0 15,d5e4
8/8/2p1p3/1p2Pk2/p2P3p/2P2K1P/P7/8 b - - 3 40,a4a3
2R5/4kp1p/p5p1/1p2p3/6P1/1n3PKP/r4P2/5B2 w - - 4 29,c8c7
r5k1/1b6/p1p1p1p1/7R/5r2/2N5/PPP2PP1/2K4R w - - 0 30,h5h8
r4rk1/p3b1p1/1p5p/n3pb2/K4p2/2P2N2/PP2NPPP/2BR3R w - - 0 20,f3e5
r4r1k/1p2bB2/p3b1Qp/2p5/2P1N3/8/PPK5/R7 w - - 0 31,g6h6
8/8/1N6/p7/P3k3/1N5P/6PK/8 w - - 7 51,h3h4
r1bq1rk1/pppp1p1p/5Pp1/2b1p3/2BnP3/3Q3N/PPPP1P1P/RNB1K2R b KQ - 4 8,d7d5
rn1qk2r/pp3ppp/3p2b1/8/2P1PN2/1PN2P2/P3B1P1/b1BQK3 b kq - 1 14,a1c3
r2qr2k/ppp3bp/3p2p1/3B1p2/2P5/3Q2PP/PP2PP2/R1B1R1K1 b - - 3 16,c7c6
r3r1k1/p3qppp/Pp4b1/1Pp1P3/2np1P2/6P1/3BP1BP/1R1Q1RK1 b - - 0 20,g6b1
r2q1rk1/2pb1pbp/p1n2np1/1p1p4/3P3B/1BN1PN2/PPP2PPP/R2QK2R b KQ - 1 11,d7e6
r1bq1rk1/5p1p/2n1p1pB/p2p4/1p6/1P1B4/P1P1NPPP/Q4RK1 b - - 2 18,e6e5
r1b4r/pp1n1k1p/2p1pp2/2Pp2p1/3P4/2PBPNPP/2R3P1/1R4K1 b - - 0 18,b7b6
r2qk2r/1ppb1ppp/3p1n2/p3p3/2BbP3/P1NP1N1P/1PP2PP1/R2QK2R w KQkq - 0 10,f3d4
r2q4/pppbn1Qp/3k3p/8/8/1B1p1N2/PP3PPP/RN3RK1 b - - 4 15,d7c6
1k2r3/pp5p/6b1/2pqp1p1/2R2p2/1P1P3P/P3QPP1/2R3K1 w - - 0 26,c4c5
8/8/8/4R3/2P5/1P4P1/P2Q2K1/1k6 b - - 8 57,b1a1
r4rk1/1p3p1b/1q2p1p1/3pn1Pp/1P1N3P/P1P5/1B4Q1/3RK2R w K - 1 28,d4e2
r3k1nr/pbpp2pp/1p6/3Pp3/2P1N3/q7/P3Q1PP/1K1R1B1R b kq - 1 16,a3b4
r2qk2r/p2bbppp/1p2pn2/nPPp4/Q7/2P1BNP1/P3PP1P/RN2KB1R w KQkq - 1 10,c5c6
1r2r1k1/5ppp/2p5/2Qb4/8/1P1B3P/P1P3PK/8 w - - 0 28,c5c3
r4r2/pp1n2k1/2pp1qpp/8/4PP2/8/PPP1Q1PP/3R1RK1 w - - 1 18,e4e5
r4rk1/p3ppbp/1pn2np1/3p1q2/1P1P4/2P1P3/3B1PPP/R1NQK2R w KQ - 2 19,f2f3
1r6/1p2k1p1/p3ppp1/2N5/3P4/P1R3Pn/1P3P2/5K2 b - - 5 36,h3g5
r1b1k2r/pp1nqppp/2p1p3/3p3n/2PP4/3BPN2/PPQN1PPP/R3K2R b KQkq - 1 9,h7h6
3Q4/6p1/1Q3pkp/1PR2p2/P7/4P3/1b1N1PPP/6K1 w - - 3 34,h2h4
8/bp4pk/p5np/4BB2/1P2P3/P7/5rPP/3R3K b - - 0 27,f2f5
1Rb1q3/2n5/2p3pk/8/3PpPpP/2P1P3/P2B1P2/4K2R w K - 0 30,c3c4
3q1rk1/1bp1npbp/1p1ppnp1/1P6/2PPP3/2NBBN1P/5PP1/Q4RK1 b - - 0 14,h7h6
3rr1k1/ppqn1pbp/2pp1np1/4p3/P1N1P3/2PP2PP/1P3PB1/R1BQR1K1 w - - 1 15,d3d4
3rkr2/p7/2pN4/7p/1PK1Pn1p/4QP1P/P5P1/R7 b - - 6 28,d8d6
r2q1b1r/2p1pk1p/pp1n1pp1/n2PP3/3P4/1PN2N2/P3QPPP/R1B2RK1 b - - 0 15,d6b5
r2q1rk1/p4pbp/1pn3p1/3pP1n1/PP1P1Q2/2P3PP/3N4/R1B1K1NR w KQ - 7 16,b4b5
2kr1b1r/pp1q1p2/3p1p2/2pQn2p/2P2B1P/5NP1/PP2PP2/R4RK1 b - - 2 14,d7c6
8/1pR3pk/p3p2p/4qp2/P7/6PP/6PK/8 w - - 0 37,c7c4
3r1r2/p7/1pkbQ2p/8/8/2N5/PPP2PPP/2KR4 b - - 4 24,d8d7
r2q1rk1/pp2nppp/4b3/1Np5/P1PpP1P1/1P3Q1P/8/R1B1KB1R b KQ - 1 16,a7a6
rnbq1rk1/pp3pbp/4p1p1/2pp4/4BQP1/2P4P/PP2K3/RNB3NR b - - 0 14,d5e4
2r3k1/pp5p/4pqpP/3p1p2/4nN2/1P3Q2/P1r2PP1/R3R1K1 b - - 7 28,c8c3
3rr1k1/pB3pb1/2pp2p1/4p2p/4Pn1q/2N2P2/PPPQ1P2/3R1RK1 w - - 0 24,c3e2
5r2/kp2n3/p1p1B3/5pBp/1bN3p1/1P4KP/P4P2/R2R4 b - - 3 26,f5f4
rnbqkb1r/ppp3pp/4p3/3p1p2/3PnB2/3BPN2/PPP2PPP/RN1QK2R w KQkq - 2 6,d3e4
6k1/p4ppp/1p6/2r5/8/PR2PP1P/3PKP2/8 b - - 1 25,g8f8
r2qrbk1/pp3pp1/2np2p1/8/2B5/2P1BP2/P2Q2PP/R2R2K1 b - - 1 18,a7a6
8/8/3p4/2bK4/8/p7/k7/8 b - - 1 60,a2b2
8/4R3/5pp1/3p4/4n1k1/4P3/4KPP1/8 b - - 1 49,g4f5
r1bqr1k1/pppnppbp/6p1/3p3n/3P4/2PBPN1P/PP1N1PPB/R2QK2R b KQ - 8 9,e7e5
4nb1k/1p1q1p1n/p1p4p/3p1Np1/3P3N/1PP3QP/P4PPB/6K1 w - - 2 27,g3e5
r1r3k1/p1Q2pp1/3p3p/4b3/8/P1N3P1/1qP2P1P/R4RK1 w - - 0 18,c7c8
8/3k2pp/5p2/3p1P2/2bK3P/B5P1/8/8 w - - 14 43,d4e3
3r4/2RPQ3/p4ppp/1q2pk2/8/6P1/P3PP1P/6K1 w - - 0 34,e7d8
8/8/7p/4N2P/1k5b/1P6/2K5/8 w - - 11 63,e5f7
r1bqk1nr/3p1ppp/p1p1p3/8/1b1NP3/7P/PPP2PP1/RNBQK2R w KQkq - 1 8,c1d2
8/8/k7/2q5/6r1/8/1K6/8 b - - 3 53,g4h4
1r6/4bk1p/4p1pP/2p5/p7/1P1P4/P1P5/1K5R b - - 0 31,g6g5
5r1r/6kp/p4pp1/1bbBP3/1pN3n1/1P4P1/PBP3KP/R4R2 w - - 1 24,e5f6
5rk1/2n1q1pp/p2p4/2pPp3/2Q1N3/P7/1r3PPP/4RRK1 b - - 1 19,c7b5
5r1k/p5p1/1pq1Bn1p/8/3P4/1P1K4/7P/4RR2 b - - 3 33,c6g2
rn3rk1/pp2qppp/2p1bb2/3p4/3P4/P1N1PN1P/1P2BPP1/R2Q1RK1 b - - 0 12,b8d7
1b4k1/2q2p2/p3p1pp/1p6/2pQ4/P3PN1P/1P3PP1/6K1 b - - 0 27,c7d6
r2q1rk1/pp2b1pp/3ppn2/6B1/4Pp2/2N5/PPP3PP/R2Q1RK1 w - - 0 13,g1h1
r1bq1rk1/pp1n1pbp/2p2np1/3pp3/3P4/2P1PPP1/PP3BBP/RN1QK1NR b KQ - 0 9,e5d4
rnbqkbnr/pp2p1pp/8/5pB1/3Pp3/2N5/PP3PPP/R2QKBNR b KQkq - 1 6,g8f6
r2q1r2/pb1n2kp/p2p1pp1/3Pp3/4P3/2N2N2/PP1Q1PPP/2R2RK1 b - - 1 15,a6a5
8/6pp/Q2bkp2/4p2P/8/1prP2P1/4PPK1/8 w - - 7 37,g3g4
r2q1rk1/5p1p/p1n1p3/1p1pP1p1/3P4/2NQ2P1/PP4P1/3R1RK1 w - - 0 19,f1f6
5Rr1/8/8/kpp5/4K3/p7/8/8 w - - 0 55,f8g8
r3r3/p1p1k1pp/8/2p3N1/8/2N2bP1/PP5P/R4RK1 w - - 1 22,g5f3
2k4r/pp1r3p/2p2P2/b2p1Q2/q2P1B2/P4P2/1PR1N1BP/6K1 b - - 2 27,a5c7
4r1k1/1R3pp1/1Np2nn1/3p3p/5P2/5BP1/P1r2PKP/R7 b - - 1 23,f6g4
8/8/8/6p1/5p2/7p/6k1/4K3 b - - 1 58,h3h2
1rbq1rk1/1p4b1/1Np1p1Pp/p1PpNn2/3Pp3/1P2P1P1/PB2QP2/R1R3K1 w - - 1 23,e5f7
r2q1rk1/pp1n1ppp/4bn2/3p4/8/2NBP3/PPP1N1PP/R2Q1RK1 w - - 8 11,d1e1
5r1k/4q1pp/Q4p2/4p3/8/2P5/P1r2PPP/1R2R1K1 w - - 2 22,e1c1
8/3b2p1/3k1p1p/1p6/p2KP3/6PP/B5P1/8 w - - 0 36,a2f7
r2qk2r/ppp1bppp/2n2n2/5bN1/3p4/P2P1N2/1PPQPPPP/R3KB1R b KQkq - 4 9,f5g4
8/5k2/5P2/pp5P/4n3/8/P5K1/8 b - - 0 43,a5a4
6k1/8/6b1/6q1/6pp/8/3r4/1n3K2 b - - 1 49,h4h3
8/4r3/Rp2p1kp/3bPp2/1P1Pp1p1/2Q1P3/6PP/6K1 b - - 3 30,g6h7
8/RP6/4p3/6k1/4Kpp1/R4P1p/P2r1P1P/3r4 b - - 1 39,d1e1
3k2N1/pp3Q1p/4p1p1/8/6P1/8/PP4K1/2q5 b - - 7 35,c1b2
2kr3r/ppp1qpp1/2p4n/4P1N1/3P4/4QB1P/bPP2PP1/2KR3R w - - 0 20,h1e1
r1bq1rk1/1p2bpp1/p1np1n1p/2p1p3/P3P3/1PNP2P1/2PBNPBP/R2Q1RK1 b - - 1 10,b7b6
rnbqk2r/1ppp1ppp/4pn2/p7/1bB1P3/2N5/PPPPNPPP/R1BQK2R w KQkq - 0 5,e4e5
5rk1/2pq2b1/3p1n1p/4pPp1/8/2N1BN1P/1PP2PK1/3QR3 w - - 2 24,c3d5
4qr1k/4b1pp/3r1p2/p1BP1b2/1p3N2/1P3P1P/P2RQ1P1/3R2K1 b - - 0 31,d6d7
r3kb1r/pbq2ppp/1pn1p3/1B2n3/1P1N4/4BP2/P1Q3PP/RN3RK1 w kq - 0 15,b5c6
3r4/ppp1kpp1/2nb4/8/8/1PPB4/P2K1PbP/R1B5 w - - 0 20,d2c2
r7/5k1p/6p1/2pbP3/5K2/3P3P/6r1/q7 w - - 0 38,h3h4
rnbq1rk1/pp2ppbp/5np1/2p3B1/2P5/2NBPN2/PP3PPP/R2QK2R b KQ - 1 8,d8a5
rn3rk1/p4ppp/1q2b3/1Bbpp3/P1P1n3/1P3Q1P/3PNPP1/RNB2RK1 b - - 0 12,a7a6
4r1k1/2p2pB1/1p4bp/p2p4/q5P1/P6r/2P4P/1R2R1K1 b - - 0 24,e8e1
r2r2k1/pp3pp1/2n2n1p/2b5/2B3N1/8/PP3PPP/RNB1R1K1 b - - 0 14,f6g4
R7/4kP2/8/8/8/4K3/Q7/5N2 w - - 3 72,f7f8r
3r1rk1/5pp1/4p2p/2N1Bqb1/2Q5/3P2P1/PPP4P/1K1R1n2 b - - 2 27,f1d2
r4rk1/1b3pp1/ppnq1b1p/2p1N3/2P5/3P3P/PP2Q1PB/2KR1B1R w - - 1 22,e5g4
r6r/pp2kppp/2p5/8/8/1B3p2/PPP2NbP/R1B1K3 b Q - 0 20,h8e8
2r2rk1/7p/2b1p1p1/p2p4/P4N2/5Q2/1P3PPP/R3R1K1 w - - 0 23,f3g3
rnbqk2r/pp2n1bp/3pppp1/2pP4/2P1P3/2N1BN2/PP3PPP/R2QKB1R w KQkq - 0 9,d5e6
r3kb1r/1p2qppp/p4n2/2pp4/P1Pn2b1/3P4/BP3PPP/RNBQ1KNR w kq - 1 11,f2f3
2kr3r/pbpp4/1p1q3p/3PbBp1/8/7P/PP1N1PP1/R2QR1K1 w - - 3 19,d2c4
rn2kb1r/pBp1pqpp/5p2/4P2b/3P4/2N2P2/PP4PP/R1BQK2R b KQkq - 0 12,f6e5
8/8/2p4p/p2kp1p1/1p4P1/3P3P/P1K5/8 b - - 1 38,c6c5
rnbqkb1r/p3pppp/2pp1n2/1p6/4P3/1B1P4/PPP2PPP/RNBQK1NR w KQkq - 1 5,g1f3
2r1rb2/p6k/1p4q1/1P1B4/P1Ppp1p1/6P1/5R1P/2B2R1K w - - 0 39,d5f7
k1r1b3/8/p1pR2pp/1rR5/3BP3/1P3P2/P3K1PP/8 w - - 0 31,e2e3
r6r/2pQ2p1/p3p1kp/2b3B1/1p2P3/6Pq/PPP4P/R4R1K b - - 0 18,h6g5
5b2/5pkp/r3pNp1/Pr1PP3/7P/8/3R2K1/R7 b - - 0 40,f8e7
rn4n1/ppp1k2p/8/3B1p2/2P2P2/4R3/P1P3PP/R5K1 b - - 0 20,e7f8
3krb1r/1pp5/p2P1p1p/3npPp1/8/3BB2P/PP3PP1/3RR1K1 b - - 0 20,f8d6
r3r1k1/p1p2ppp/b1p2n2/3p4/1b6/P1NPBN1P/1PPK1PP1/R6R b - - 0 14,b4d6
2k4r/1pp5/p1nq4/3p1Npp/3P1n2/1P3P2/PBP3PP/1K2QBNR b - - 0 20,d6d7
8/8/1p6/2k4P/rp3R2/8/8/7K b - - 0 45,b4b3
r2q3r/1b1nnk2/pppBRb1p/3P4/2P3pN/2NB4/PP1Q1PPP/R5K1 b - - 0 17,f6g5
r1b2rk1/pp2ppbp/3p2p1/3Nq3/2P5/1Q6/PP3PPP/2KR1B1R w - - 0 16,f2f4
4rrk1/1bqp2pp/ppnbppn1/2p5/2P1P3/P2PBNP1/1P2NPBP/1R1Q1RK1 w - - 3 14,f3e1
8/1b2R3/p4kpp/1ppp4/8/2PP1qP1/PP6/4R1K1 w - - 2 35,e7e6
3r4/6r1/p3pk1p/2R4n/BP6/P2NKp2/5PbP/4R3 b - - 1 37,g7g5
r1bqr1k1/ppp2ppp/2p2n2/2b3B1/2B5/3P4/PPP2PPP/RN1Q1RK1 w - - 3 10,b1c3
1r3rk1/Q5pp/8/1p1p1p2/3P4/1R1qP2P/P4PP1/2R3K1 b - - 1 24,d3e4
R7/7P/8/1p1pb3/8/1k6/8/3K4 w - - 0 54,h7h8q
rn1qkb1r/p1p1pppp/1p3n2/N7/8/1Q3b2/PP1PPPPP/R1B1KB1R w KQkq - 0 7,b3f3
r1bq1rk1/3p1ppp/p1p2n2/1pb1N1B1/4P3/1PNP4/1PP2PPP/R2Q1RK1 b - - 0 11,h7h6
r7/pp6/1kp3pr/2q2p1p/P3P3/1Q5P/1PP3P1/3R1R1K b - - 5 26,b6a6
r1b2rk1/ppp1ppbp/2n3pB/Q7/2PP4/5N2/PP4PP/2KR1B1R b - - 0 12,g7h6
8/2pk1pp1/1p1p1b2/1P1PPN2/2P2Br1/3KPb2/8/8 w - - 1 42,e5f6
3rr1k1/p2bqpp1/1bp1p2p/8/3P4/1P3NP1/P1Q2PBP/3RR1K1 w - - 1 21,f3e5
8/3k4/p2pn3/3N4/8/8/r4PPP/3RR1K1 b - - 1 34,a2a5
r2r2k1/p4ppp/1n2n3/1B6/3p4/B3P3/P4PPP/1R3RK1 w - - 1 21,e3e4
r3r1k1/pp3pp1/2nR1b1p/q1p5/2B1bB2/4QN1P/PPP2PP1/5RK1 w - - 1 17,d6d7
r2qk2r/pQp2ppp/2nb1n2/3pp3/8/1P3P1P/PBPP1PP1/RN2KB1R b KQkq - 0 8,c6b4
5rk1/5ppp/Q1p2q2/3p1P2/1P6/8/P1P2PPP/4R1K1 b - - 0 20,f6c3
r2qk2r/1pp2p1p/p1np1npQ/4p3/2B1P1b1/2NP4/PPP2PPP/R3K1NR b KQkq - 0 10,c6d4
1k1r4/1bp2p2/pp1p2r1/8/1P2P2P/P1NP1R2/2P1KR2/8 w - - 0 32,f3f7
8/p5p1/4k2p/8/1pp1PK2/6P1/PP2R2P/1r6 w - - 0 43,e2f2
r1bqkb1r/ppp2ppp/3p4/4p3/2Bn1P2/3P1NnP/PPP3P1/RNBQR1K1 b kq - 2 8,f8e7
r4k2/p1qn1p1r/3p1Bnp/3P4/2P2P2/P7/4Q1PP/R4RK1 w - - 1 23,f6d4
2kr4/pppqnpp1/4p3/3pP3/3PP1Pp/2PK4/PP1N4/R7 b - - 1 21,d5e4
r4r1k/1p1qNp1p/p2pbp1N/2p1p2Q/4PP2/1P1P3P/1PP3P1/R4RK1 w - - 1 20,e7f5
rn1qkbnr/pp2pppp/8/3p1b2/8/1P3N2/PB1PPPPP/RN1QKB1R b KQkq - 2 5,e7e6
rnbq1rk1/1pp1ppb1/p4npp/8/3P1B2/2N2NP1/PPP1QPBP/3R1RK1 b - - 5 11,c7c6
1r1q1rk1/p2b1ppp/Q7/2b1p3/4n3/P1P1PN2/3BBPPP/R4RK1 b - - 8 16,b8b6
k6q/pp6/2p4n/6p1/1b4b1/1P4P1/P1Q1PPB1/5RK1 w - - 0 24,g2c6
r4rk1/1b1p2pp/pP2p3/3q4/P2P1p2/3QPN2/5PPP/2RR2K1 w - - 0 22,c1c5
r1bq1rk1/pp2bppp/2n1pn2/3P2B1/3N4/P1N2P2/1PP3PP/R2QKB1R b KQ - 0 9,d8c7
